experience_level,employment_type,remote_ratio,company_size,job_title_freq,employee_residence_top,company_location_top,inflation_adj_salary
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Spain,Spain,88787.36
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,112474.84499999997
Mid/ Intermediate level,Full-time,Hybrid,Medium,Data Analyst,Other,Other,76553.182079458
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United Kingdom,United Kingdom,47204.909786000004
Entry level,Full-time,Remote,Medium,Data Analyst,United States,United States,60093.7029
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,175460.75819999998
Mid/ Intermediate level,Full-time,Remote,Medium,AI/ ML Researcher,United States,United States,115688.41199999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,193778.09009999997
Mid/ Intermediate level,Full-time,Remote,Medium,BI Analyst,Other,Other,56308.943712
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,246373.46999999994
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,300789.87119999994
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,179317.03859999997
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,149093.440965
Mid/ Intermediate level,Full-time,Hybrid,Medium,Data Scientist,France,France,71457.17717
Senior,Full-time,On-site,Medium,Data Analyst,United Kingdom,United Kingdom,82335.40673688399
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,236582.80253999995
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,221736.12299999996
Mid/ Intermediate level,Full-time,Remote,Large,AI Engineer,India,United States,231376.82399999996
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,56237.422499999986
Senior,Full-time,Remote,Small,Data Analyst,Other,Other,60708.07993949999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,122651.14049999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,289221.02999999997
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,126100.36907999999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,106890.79860729199
Senior,Full-time,On-site,Large,Data Engineer,United States,United States,181688.65104599998
Mid/ Intermediate level,Full-time,Remote,Small,ML Engineer,Other,Other,39954.312000000005
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,187458.07499999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,122780.47866102199
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,258156.54899999994
Mid/ Intermediate level,Full-time,Remote,Small,Data Scientist,Other,United States,55530.43775999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,271225.0547999999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,60691.70977
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,163988.32400999998
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,185322.42406691998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,206793.03644999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,80339.17499999999
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,96407.01
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,244231.09199999995
Senior,Full-time,On-site,Medium,AI/ ML Researcher,Germany,Germany,305206.55
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,185101.45919999998
Senior,Full-time,On-site,Large,ML Engineer,United States,United States,124943.48496
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,115688.41199999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,125329.11299999997
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,145681.704
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,246373.46999999994
Senior,Full-time,Remote,Medium,Data Engineer,Canada,Canada,177574.72
Senior,Full-time,On-site,Medium,ML Engineer,Canada,Canada,129041.32934
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,101762.95499999999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,155322.405
Mid/ Intermediate level,Full-time,Remote,Medium,AI/ ML Researcher,United States,United States,107118.89999999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,173532.618
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,86668.84919671998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,208239.14159999997
Senior,Full-time,Remote,Medium,Data Scientist,Canada,Canada,133181.03999999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,115688.41199999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,196563.18149999998
Senior,Full-time,On-site,Large,Data Engineer,United States,United States,130727.90555999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,115052.12573399999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,147288.4875
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,149585.11671599996
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Other,Other,86277.03279672399
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,139254.56999999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,109903.99139999998
Senior,Full-time,Remote,Large,AI/ DS Executive,United States,United States,172028.66864399996
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,249886.96992
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,191348.63344799998
Entry level,Full-time,On-site,Medium,AI Engineer,United States,United States,144610.51499999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,136121.34217499997
Mid/ Intermediate level,Full-time,Remote,Large,ML Engineer,United States,United States,113606.02058399998
Senior,Full-time,Hybrid,Medium,AI/ DS Executive,Canada,Canada,139491.601612
Senior,Full-time,Remote,Medium,Data Scientist,Germany,Germany,183433.05624137
Mid/ Intermediate level,Full-time,On-site,Small,AI/ DS Executive,United States,United States,133238.34410039996
Mid/ Intermediate level,Full-time,Hybrid,Medium,Data Scientist,United Kingdom,United Kingdom,67889.816468768
Senior,Full-time,On-site,Medium,BI Analyst,United States,United States,117830.78999999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,64063.409766
Entry level,Full-time,Hybrid,Large,Data Scientist,United Kingdom,United Kingdom,39000.982138524
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,125412.146
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,240631.89696
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,189728.99567999996
Entry level,Full-time,On-site,Large,Data Scientist,Germany,Germany,93287.67811983207
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,241017.52499999994
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,177697.40083199998
Senior,Full-time,Remote,Small,Data Analyst,Other,United States,96900.61389119999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,231376.82399999996
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,162773.59568399997
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,122930.50659119998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,237161.2446
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,212309.65979999996
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,202454.721
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,155901.7040112
Senior,Full-time,Remote,Medium,Data Engineer,Spain,United States,223278.63515999995
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,72883.69956
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,108400.04204399999
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,266476.6882007999
Senior,Full-time,Hybrid,Medium,Data Engineer,United Kingdom,United Kingdom,134887.83647526405
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,173532.618
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,139254.56999999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,128542.67999999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Spain,Spain,53593.160338
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,United States,United States,134837.20422960477
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,180388.22759999998
Executive level,Full-time,On-site,Medium,Data Engineer,United States,United States,187458.07499999998
Entry level,Full-time,Remote,Large,ML Engineer,United States,United States,208239.14159999997
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,214023.56219999996
Mid/ Intermediate level,Full-time,Remote,Medium,AI/ ML Researcher,United States,United States,150394.93559999997
Senior,Full-time,Remote,Large,Data Scientist,United States,United States,161963.77679999996
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,149093.440965
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Other,Other,98602.82595468199
Mid/ Intermediate level,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,183944.57507999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,184887.22139999995
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,198169.965
Entry level,Full-time,Hybrid,Small,Data Scientist,India,India,14303.643696
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,56237.422499999986
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,213166.61099999995
Senior,Full-time,Remote,Medium,BI Analyst,United States,United States,149966.46
Executive level,Full-time,Remote,Medium,Data Analyst,United States,United States,150394.93559999997
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,101013.12269999998
Senior,Full-time,Hybrid,Large,AI/ DS Executive,India,United States,65521.77259788215
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,202454.721
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,151346.15143199998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,118366.38449999997
Senior,Full-time,Remote,Large,AI/ DS Executive,United States,United States,169576.0743096
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,228403.63181159997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,157336.24031999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,97156.84229999999
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,111403.65599999997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,161963.77679999996
Entry level,Full-time,Hybrid,Large,BI Analyst,Other,Other,14291.435434
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,214237.79999999996
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,98335.15019999997
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,161963.77679999996
Mid/ Intermediate level,Full-time,Remote,Medium,BI Analyst,Other,Other,91502.033532
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,275295.573
Mid/ Intermediate level,Full-time,Remote,Small,ML Engineer,Spain,Spain,57407.98871398877
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,215064.75790799994
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,273718.782792
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,175615.009416
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,73924.895268
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,182884.09796999997
